Wall time,Step,Value
1575393142.976846,0,0.7678760290145874
1575394283.999508,1,0.839788019657135
1575395415.053025,2,0.8670480251312256
1575396546.182255,3,0.892579972743988
1575397677.003251,4,0.9107639789581299
