Wall time,Step,Value
1575476408.017024,0,0.5800999999046326
1575477478.444687,1,0.66184002161026
1575478542.406897,2,0.6694959998130798
1575479601.038994,3,0.7542480230331421
1575480644.155243,4,0.8108760118484497
