Wall time,Step,Value
1575364232.53057,0,0.7323639988899231
1575365116.64199,1,0.8114719986915588
1575365989.827219,2,0.8323320150375366
1575366872.824199,3,0.847868025302887
1575367775.081537,4,0.8613200187683105
