Wall time,Step,Value
1575371049.19418,0,0.7662960290908813
1575372116.997083,1,0.8382440209388733
1575373183.380279,2,0.8649600148200989
1575374246.385726,3,0.8892920017242432
1575375310.473075,4,0.9081720113754272
