Wall time,Step,Value
1575818224.994939,0,0.7814639806747437
1575818529.590447,1,0.8338840007781982
1575818836.543505,2,0.8560600280761719
1575819145.49591,3,0.8723400235176086
1575819456.073165,4,0.8851320147514343
