Wall time,Step,Value
1575379281.649374,0,0.7317360043525696
1575380514.749002,1,0.8126440048217773
1575381743.194798,2,0.8334959745407104
1575382964.754835,3,0.8501960039138794
1575384194.322927,4,0.8626440167427063
